"Date","Site.Name","COUNTY","SITE_LATITUDE","SITE_LONGITUDE","month","day","Ozone","PM2.5"
2017-05-05,"Triple Oak","Wake",35.8652,-78.8197,5,5,NA,20
2017-05-06,"Blackstone","Lee",35.4325,-79.2887,5,6,39,24
2017-05-06,"Bryson City","Swain",35.434767,-83.442133,5,6,NA,23
2017-05-06,"Triple Oak","Wake",35.8652,-78.8197,5,6,NA,13
2017-05-07,"Blackstone","Lee",35.4325,-79.2887,5,7,44,34
2017-05-07,"Bryson City","Swain",35.434767,-83.442133,5,7,NA,20
2017-05-07,"Triple Oak","Wake",35.8652,-78.8197,5,7,NA,17
2017-05-08,"Blackstone","Lee",35.4325,-79.2887,5,8,64,51
2017-05-08,"Bryson City","Swain",35.434767,-83.442133,5,8,NA,28
2017-05-08,"Triple Oak","Wake",35.8652,-78.8197,5,8,NA,19
2017-05-09,"Blackstone","Lee",35.4325,-79.2887,5,9,36,43
2017-05-09,"Bryson City","Swain",35.434767,-83.442133,5,9,NA,42
2017-05-09,"Triple Oak","Wake",35.8652,-78.8197,5,9,NA,23
2017-05-10,"Blackstone","Lee",35.4325,-79.2887,5,10,54,53
2017-05-10,"Bryson City","Swain",35.434767,-83.442133,5,10,NA,56
2017-05-10,"Triple Oak","Wake",35.8652,-78.8197,5,10,NA,56
2017-05-11,"Blackstone","Lee",35.4325,-79.2887,5,11,46,58
2017-05-11,"Bryson City","Swain",35.434767,-83.442133,5,11,NA,52
2017-05-11,"Triple Oak","Wake",35.8652,-78.8197,5,11,NA,62
2017-05-12,"Blackstone","Lee",35.4325,-79.2887,5,12,29,27
2017-05-12,"Bryson City","Swain",35.434767,-83.442133,5,12,NA,52
2017-05-12,"Triple Oak","Wake",35.8652,-78.8197,5,12,NA,11
2017-05-13,"Blackstone","Lee",35.4325,-79.2887,5,13,25,18
2017-05-13,"Bryson City","Swain",35.434767,-83.442133,5,13,NA,28
2017-05-14,"Blackstone","Lee",35.4325,-79.2887,5,14,51,29
2017-05-14,"Bryson City","Swain",35.434767,-83.442133,5,14,NA,36
2017-05-14,"Triple Oak","Wake",35.8652,-78.8197,5,14,NA,26
2017-05-15,"Blackstone","Lee",35.4325,-79.2887,5,15,71,47
2017-05-15,"Bryson City","Swain",35.434767,-83.442133,5,15,NA,34
2017-05-15,"Triple Oak","Wake",35.8652,-78.8197,5,15,NA,47
2017-05-16,"Blackstone","Lee",35.4325,-79.2887,5,16,64,49
2017-05-16,"Bryson City","Swain",35.434767,-83.442133,5,16,NA,36
2017-05-16,"Triple Oak","Wake",35.8652,-78.8197,5,16,NA,52
2017-05-17,"Blackstone","Lee",35.4325,-79.2887,5,17,58,54
2017-05-17,"Bryson City","Swain",35.434767,-83.442133,5,17,48,45
2017-05-17,"Triple Oak","Wake",35.8652,-78.8197,5,17,NA,59
2017-05-18,"Blackstone","Lee",35.4325,-79.2887,5,18,38,32
2017-05-18,"Bryson City","Swain",35.434767,-83.442133,5,18,37,41
2017-05-18,"Triple Oak","Wake",35.8652,-78.8197,5,18,NA,53
2017-05-19,"Blackstone","Lee",35.4325,-79.2887,5,19,39,25
2017-05-19,"Bryson City","Swain",35.434767,-83.442133,5,19,34,45
2017-05-19,"Triple Oak","Wake",35.8652,-78.8197,5,19,NA,37
2017-05-20,"Blackstone","Lee",35.4325,-79.2887,5,20,38,30
2017-05-20,"Bryson City","Swain",35.434767,-83.442133,5,20,40,37
2017-05-20,"Triple Oak","Wake",35.8652,-78.8197,5,20,NA,36
2017-05-21,"Blackstone","Lee",35.4325,-79.2887,5,21,23,37
2017-05-21,"Bryson City","Swain",35.434767,-83.442133,5,21,29,18
2017-05-21,"Triple Oak","Wake",35.8652,-78.8197,5,21,NA,38
2017-05-22,"Blackstone","Lee",35.4325,-79.2887,5,22,29,0
2017-05-22,"Bryson City","Swain",35.434767,-83.442133,5,22,32,21
2017-05-22,"Triple Oak","Wake",35.8652,-78.8197,5,22,NA,27
2017-05-23,"Blackstone","Lee",35.4325,-79.2887,5,23,26,0
2017-05-23,"Bryson City","Swain",35.434767,-83.442133,5,23,25,17
2017-05-23,"Triple Oak","Wake",35.8652,-78.8197,5,23,NA,13
2017-05-24,"Blackstone","Lee",35.4325,-79.2887,5,24,29,0
2017-05-24,"Bryson City","Swain",35.434767,-83.442133,5,24,33,13
2017-05-24,"Triple Oak","Wake",35.8652,-78.8197,5,24,NA,21
2017-05-25,"Blackstone","Lee",35.4325,-79.2887,5,25,37,11
2017-05-25,"Bryson City","Swain",35.434767,-83.442133,5,25,37,20
2017-05-25,"Triple Oak","Wake",35.8652,-78.8197,5,25,NA,18
2017-05-26,"Blackstone","Lee",35.4325,-79.2887,5,26,61,32
2017-05-26,"Bryson City","Swain",35.434767,-83.442133,5,26,44,30
2017-05-26,"Triple Oak","Wake",35.8652,-78.8197,5,26,NA,36
2017-05-27,"Blackstone","Lee",35.4325,-79.2887,5,27,46,38
2017-05-27,"Bryson City","Swain",35.434767,-83.442133,5,27,35,56
2017-05-27,"Triple Oak","Wake",35.8652,-78.8197,5,27,NA,54
2017-05-28,"Blackstone","Lee",35.4325,-79.2887,5,28,44,30
2017-05-28,"Bryson City","Swain",35.434767,-83.442133,5,28,41,22
2017-05-28,"Triple Oak","Wake",35.8652,-78.8197,5,28,NA,36
2017-05-29,"Blackstone","Lee",35.4325,-79.2887,5,29,44,13
2017-05-29,"Bryson City","Swain",35.434767,-83.442133,5,29,36,37
2017-05-29,"Triple Oak","Wake",35.8652,-78.8197,5,29,NA,33
2017-05-30,"Blackstone","Lee",35.4325,-79.2887,5,30,29,24
2017-05-30,"Bryson City","Swain",35.434767,-83.442133,5,30,39,20
2017-05-30,"Triple Oak","Wake",35.8652,-78.8197,5,30,NA,42
2017-05-31,"Blackstone","Lee",35.4325,-79.2887,5,31,35,46
2017-05-31,"Bryson City","Swain",35.434767,-83.442133,5,31,44,29
2017-05-31,"Triple Oak","Wake",35.8652,-78.8197,5,31,NA,49
2017-06-01,"Blackstone","Lee",35.4325,-79.2887,6,1,44,43
2017-06-01,"Bryson City","Swain",35.434767,-83.442133,6,1,44,35
2017-06-01,"Triple Oak","Wake",35.8652,-78.8197,6,1,NA,41
2017-06-02,"Blackstone","Lee",35.4325,-79.2887,6,2,61,46
2017-06-02,"Bryson City","Swain",35.434767,-83.442133,6,2,46,42
2017-06-02,"Triple Oak","Wake",35.8652,-78.8197,6,2,NA,38
2017-06-03,"Blackstone","Lee",35.4325,-79.2887,6,3,51,52
2017-06-03,"Bryson City","Swain",35.434767,-83.442133,6,3,42,43
2017-06-03,"Triple Oak","Wake",35.8652,-78.8197,6,3,NA,41
2017-06-04,"Blackstone","Lee",35.4325,-79.2887,6,4,37,51
2017-06-04,"Bryson City","Swain",35.434767,-83.442133,6,4,28,40
2017-06-04,"Triple Oak","Wake",35.8652,-78.8197,6,4,NA,53
2017-06-05,"Blackstone","Lee",35.4325,-79.2887,6,5,23,25
2017-06-05,"Bryson City","Swain",35.434767,-83.442133,6,5,20,20
2017-06-05,"Triple Oak","Wake",35.8652,-78.8197,6,5,NA,39
2017-06-06,"Blackstone","Lee",35.4325,-79.2887,6,6,45,28
2017-06-06,"Bryson City","Swain",35.434767,-83.442133,6,6,46,24
2017-06-06,"Triple Oak","Wake",35.8652,-78.8197,6,6,NA,24
2017-06-07,"Blackstone","Lee",35.4325,-79.2887,6,7,40,38
2017-06-07,"Bryson City","Swain",35.434767,-83.442133,6,7,43,28
2017-06-07,"Triple Oak","Wake",35.8652,-78.8197,6,7,NA,27
2017-06-08,"Blackstone","Lee",35.4325,-79.2887,6,8,36,28
2017-06-08,"Bryson City","Swain",35.434767,-83.442133,6,8,43,NA
2017-06-08,"Triple Oak","Wake",35.8652,-78.8197,6,8,NA,9
2017-06-09,"Blackstone","Lee",35.4325,-79.2887,6,9,46,47
2017-06-09,"Bryson City","Swain",35.434767,-83.442133,6,9,44,NA
2017-06-09,"Triple Oak","Wake",35.8652,-78.8197,6,9,NA,30
2017-06-10,"Blackstone","Lee",35.4325,-79.2887,6,10,61,51
2017-06-10,"Bryson City","Swain",35.434767,-83.442133,6,10,44,NA
2017-06-10,"Triple Oak","Wake",35.8652,-78.8197,6,10,NA,44
2017-06-11,"Blackstone","Lee",35.4325,-79.2887,6,11,41,33
2017-06-11,"Bryson City","Swain",35.434767,-83.442133,6,11,41,NA
2017-06-11,"Triple Oak","Wake",35.8652,-78.8197,6,11,NA,38
2017-06-12,"Blackstone","Lee",35.4325,-79.2887,6,12,41,48
2017-06-12,"Bryson City","Swain",35.434767,-83.442133,6,12,31,NA
2017-06-12,"Triple Oak","Wake",35.8652,-78.8197,6,12,NA,50
2017-06-13,"Blackstone","Lee",35.4325,-79.2887,6,13,44,54
2017-06-13,"Bryson City","Swain",35.434767,-83.442133,6,13,31,NA
2017-06-13,"Triple Oak","Wake",35.8652,-78.8197,6,13,NA,58
2017-06-14,"Blackstone","Lee",35.4325,-79.2887,6,14,46,34
2017-06-14,"Bryson City","Swain",35.434767,-83.442133,6,14,31,18
2017-06-14,"Triple Oak","Wake",35.8652,-78.8197,6,14,NA,37
2017-06-15,"Blackstone","Lee",35.4325,-79.2887,6,15,46,41
2017-06-15,"Bryson City","Swain",35.434767,-83.442133,6,15,35,21
2017-06-15,"Triple Oak","Wake",35.8652,-78.8197,6,15,NA,41
2017-06-16,"Blackstone","Lee",35.4325,-79.2887,6,16,43,32
2017-06-16,"Bryson City","Swain",35.434767,-83.442133,6,16,37,17
2017-06-16,"Triple Oak","Wake",35.8652,-78.8197,6,16,NA,40
2017-06-17,"Blackstone","Lee",35.4325,-79.2887,6,17,34,40
2017-06-17,"Bryson City","Swain",35.434767,-83.442133,6,17,36,20
2017-06-17,"Triple Oak","Wake",35.8652,-78.8197,6,17,NA,28
2017-06-18,"Blackstone","Lee",35.4325,-79.2887,6,18,30,37
2017-06-18,"Bryson City","Swain",35.434767,-83.442133,6,18,31,29
2017-06-18,"Triple Oak","Wake",35.8652,-78.8197,6,18,NA,36
2017-06-19,"Blackstone","Lee",35.4325,-79.2887,6,19,28,29
2017-06-19,"Bryson City","Swain",35.434767,-83.442133,6,19,25,14
2017-06-19,"Triple Oak","Wake",35.8652,-78.8197,6,19,NA,31
2017-06-20,"Blackstone","Lee",35.4325,-79.2887,6,20,25,25
2017-06-20,"Bryson City","Swain",35.434767,-83.442133,6,20,31,21
2017-06-20,"Triple Oak","Wake",35.8652,-78.8197,6,20,NA,27
2017-06-21,"Blackstone","Lee",35.4325,-79.2887,6,21,20,13
2017-06-21,"Bryson City","Swain",35.434767,-83.442133,6,21,25,18
2017-06-21,"Triple Oak","Wake",35.8652,-78.8197,6,21,NA,18
2017-06-22,"Blackstone","Lee",35.4325,-79.2887,6,22,16,28
2017-06-22,"Bryson City","Swain",35.434767,-83.442133,6,22,11,12
2017-06-22,"Triple Oak","Wake",35.8652,-78.8197,6,22,NA,31
2017-06-23,"Blackstone","Lee",35.4325,-79.2887,6,23,21,49
2017-06-23,"Bryson City","Swain",35.434767,-83.442133,6,23,22,37
2017-06-23,"Triple Oak","Wake",35.8652,-78.8197,6,23,NA,54
2017-06-24,"Blackstone","Lee",35.4325,-79.2887,6,24,24,24
2017-06-24,"Bryson City","Swain",35.434767,-83.442133,6,24,31,15
2017-06-24,"Triple Oak","Wake",35.8652,-78.8197,6,24,NA,26
2017-06-25,"Blackstone","Lee",35.4325,-79.2887,6,25,33,26
2017-06-25,"Bryson City","Swain",35.434767,-83.442133,6,25,30,20
2017-06-25,"Triple Oak","Wake",35.8652,-78.8197,6,25,NA,23
2017-06-26,"Blackstone","Lee",35.4325,-79.2887,6,26,47,35
2017-06-26,"Bryson City","Swain",35.434767,-83.442133,6,26,42,22
2017-06-26,"Triple Oak","Wake",35.8652,-78.8197,6,26,NA,28
2017-06-27,"Blackstone","Lee",35.4325,-79.2887,6,27,41,36
2017-06-27,"Bryson City","Swain",35.434767,-83.442133,6,27,37,28
2017-06-27,"Triple Oak","Wake",35.8652,-78.8197,6,27,NA,27
2017-06-28,"Blackstone","Lee",35.4325,-79.2887,6,28,46,43
2017-06-28,"Bryson City","Swain",35.434767,-83.442133,6,28,45,28
2017-06-28,"Triple Oak","Wake",35.8652,-78.8197,6,28,NA,24
2017-06-29,"Blackstone","Lee",35.4325,-79.2887,6,29,54,57
2017-06-29,"Bryson City","Swain",35.434767,-83.442133,6,29,NA,33
2017-06-29,"Triple Oak","Wake",35.8652,-78.8197,6,29,NA,43
2017-06-30,"Blackstone","Lee",35.4325,-79.2887,6,30,24,31
2017-06-30,"Bryson City","Swain",35.434767,-83.442133,6,30,17,15
2017-06-30,"Triple Oak","Wake",35.8652,-78.8197,6,30,NA,30
2017-07-01,"Blackstone","Lee",35.4325,-79.2887,7,1,22,9
2017-07-01,"Bryson City","Swain",35.434767,-83.442133,7,1,33,18
2017-07-01,"Triple Oak","Wake",35.8652,-78.8197,7,1,NA,22
2017-07-02,"Blackstone","Lee",35.4325,-79.2887,7,2,35,30
2017-07-02,"Bryson City","Swain",35.434767,-83.442133,7,2,36,23
2017-07-02,"Triple Oak","Wake",35.8652,-78.8197,7,2,NA,28
2017-07-03,"Blackstone","Lee",35.4325,-79.2887,7,3,40,40
2017-07-03,"Bryson City","Swain",35.434767,-83.442133,7,3,25,30
2017-07-03,"Triple Oak","Wake",35.8652,-78.8197,7,3,NA,37
2017-07-04,"Blackstone","Lee",35.4325,-79.2887,7,4,28,29
2017-07-04,"Bryson City","Swain",35.434767,-83.442133,7,4,23,29
2017-07-04,"Triple Oak","Wake",35.8652,-78.8197,7,4,NA,30
2017-07-05,"Blackstone","Lee",35.4325,-79.2887,7,5,35,45
2017-07-05,"Bryson City","Swain",35.434767,-83.442133,7,5,19,25
2017-07-05,"Triple Oak","Wake",35.8652,-78.8197,7,5,NA,34
2017-07-06,"Blackstone","Lee",35.4325,-79.2887,7,6,31,35
2017-07-06,"Bryson City","Swain",35.434767,-83.442133,7,6,21,15
2017-07-06,"Triple Oak","Wake",35.8652,-78.8197,7,6,NA,34
2017-07-07,"Blackstone","Lee",35.4325,-79.2887,7,7,42,30
2017-07-07,"Bryson City","Swain",35.434767,-83.442133,7,7,36,21
2017-07-07,"Triple Oak","Wake",35.8652,-78.8197,7,7,NA,23
2017-07-08,"Blackstone","Lee",35.4325,-79.2887,7,8,42,38
2017-07-08,"Bryson City","Swain",35.434767,-83.442133,7,8,39,25
2017-07-08,"Triple Oak","Wake",35.8652,-78.8197,7,8,NA,28
2017-07-09,"Blackstone","Lee",35.4325,-79.2887,7,9,41,44
2017-07-09,"Bryson City","Swain",35.434767,-83.442133,7,9,36,23
2017-07-09,"Triple Oak","Wake",35.8652,-78.8197,7,9,NA,30
2017-07-10,"Blackstone","Lee",35.4325,-79.2887,7,10,38,37
2017-07-10,"Bryson City","Swain",35.434767,-83.442133,7,10,41,32
2017-07-10,"Triple Oak","Wake",35.8652,-78.8197,7,10,NA,35
2017-07-11,"Blackstone","Lee",35.4325,-79.2887,7,11,37,37
2017-07-11,"Bryson City","Swain",35.434767,-83.442133,7,11,41,33
2017-07-11,"Triple Oak","Wake",35.8652,-78.8197,7,11,NA,36
2017-07-12,"Blackstone","Lee",35.4325,-79.2887,7,12,33,38
2017-07-12,"Bryson City","Swain",35.434767,-83.442133,7,12,40,43
2017-07-12,"Triple Oak","Wake",35.8652,-78.8197,7,12,NA,43
2017-07-13,"Blackstone","Lee",35.4325,-79.2887,7,13,33,23
2017-07-13,"Bryson City","Swain",35.434767,-83.442133,7,13,31,25
2017-07-13,"Triple Oak","Wake",35.8652,-78.8197,7,13,NA,36
2017-07-14,"Blackstone","Lee",35.4325,-79.2887,7,14,41,27
2017-07-14,"Bryson City","Swain",35.434767,-83.442133,7,14,31,22
2017-07-14,"Triple Oak","Wake",35.8652,-78.8197,7,14,NA,40
2017-07-15,"Blackstone","Lee",35.4325,-79.2887,7,15,45,25
2017-07-15,"Bryson City","Swain",35.434767,-83.442133,7,15,30,19
2017-07-15,"Triple Oak","Wake",35.8652,-78.8197,7,15,NA,33
2017-07-16,"Blackstone","Lee",35.4325,-79.2887,7,16,37,21
2017-07-16,"Bryson City","Swain",35.434767,-83.442133,7,16,36,27
2017-07-16,"Triple Oak","Wake",35.8652,-78.8197,7,16,NA,29
2017-07-17,"Blackstone","Lee",35.4325,-79.2887,7,17,38,23
2017-07-17,"Bryson City","Swain",35.434767,-83.442133,7,17,37,27
2017-07-17,"Triple Oak","Wake",35.8652,-78.8197,7,17,NA,27
2017-07-18,"Blackstone","Lee",35.4325,-79.2887,7,18,36,18
2017-07-18,"Bryson City","Swain",35.434767,-83.442133,7,18,31,23
2017-07-18,"Triple Oak","Wake",35.8652,-78.8197,7,18,NA,32
2017-07-19,"Blackstone","Lee",35.4325,-79.2887,7,19,64,28
2017-07-19,"Bryson City","Swain",35.434767,-83.442133,7,19,44,38
2017-07-19,"Triple Oak","Wake",35.8652,-78.8197,7,19,NA,34
2017-07-20,"Blackstone","Lee",35.4325,-79.2887,7,20,71,46
2017-07-20,"Bryson City","Swain",35.434767,-83.442133,7,20,41,53
2017-07-20,"Triple Oak","Wake",35.8652,-78.8197,7,20,NA,53
2017-07-21,"Blackstone","Lee",35.4325,-79.2887,7,21,50,52
2017-07-21,"Bryson City","Swain",35.434767,-83.442133,7,21,37,44
2017-07-21,"Triple Oak","Wake",35.8652,-78.8197,7,21,NA,58
2017-07-22,"Blackstone","Lee",35.4325,-79.2887,7,22,45,53
2017-07-22,"Bryson City","Swain",35.434767,-83.442133,7,22,31,40
2017-07-22,"Triple Oak","Wake",35.8652,-78.8197,7,22,NA,56
2017-07-23,"Blackstone","Lee",35.4325,-79.2887,7,23,37,40
2017-07-23,"Bryson City","Swain",35.434767,-83.442133,7,23,30,41
2017-07-23,"Triple Oak","Wake",35.8652,-78.8197,7,23,NA,47
2017-07-24,"Blackstone","Lee",35.4325,-79.2887,7,24,45,24
2017-07-24,"Bryson City","Swain",35.434767,-83.442133,7,24,36,25
2017-07-24,"Triple Oak","Wake",35.8652,-78.8197,7,24,NA,35
2017-07-25,"Blackstone","Lee",35.4325,-79.2887,7,25,64,46
2017-07-25,"Bryson City","Swain",35.434767,-83.442133,7,25,43,47
2017-07-25,"Triple Oak","Wake",35.8652,-78.8197,7,25,NA,52
2017-07-26,"Blackstone","Lee",35.4325,-79.2887,7,26,50,45
2017-07-26,"Bryson City","Swain",35.434767,-83.442133,7,26,42,53
2017-07-26,"Triple Oak","Wake",35.8652,-78.8197,7,26,NA,39
2017-07-27,"Blackstone","Lee",35.4325,-79.2887,7,27,46,44
2017-07-27,"Bryson City","Swain",35.434767,-83.442133,7,27,36,46
2017-07-27,"Triple Oak","Wake",35.8652,-78.8197,7,27,NA,48
2017-07-28,"Blackstone","Lee",35.4325,-79.2887,7,28,39,52
2017-07-28,"Bryson City","Swain",35.434767,-83.442133,7,28,17,24
2017-07-28,"Triple Oak","Wake",35.8652,-78.8197,7,28,NA,54
2017-07-29,"Blackstone","Lee",35.4325,-79.2887,7,29,43,24
2017-07-29,"Bryson City","Swain",35.434767,-83.442133,7,29,44,26
2017-07-29,"Triple Oak","Wake",35.8652,-78.8197,7,29,NA,26
2017-07-30,"Blackstone","Lee",35.4325,-79.2887,7,30,36,27
2017-07-30,"Bryson City","Swain",35.434767,-83.442133,7,30,36,20
2017-07-30,"Triple Oak","Wake",35.8652,-78.8197,7,30,NA,15
2017-07-31,"Blackstone","Lee",35.4325,-79.2887,7,31,50,35
2017-07-31,"Bryson City","Swain",35.434767,-83.442133,7,31,36,22
2017-07-31,"Triple Oak","Wake",35.8652,-78.8197,7,31,NA,26
2017-08-01,"Blackstone","Lee",35.4325,-79.2887,8,1,50,45
2017-08-01,"Bryson City","Swain",35.434767,-83.442133,8,1,32,33
2017-08-01,"Triple Oak","Wake",35.8652,-78.8197,8,1,NA,38
2017-08-02,"Blackstone","Lee",35.4325,-79.2887,8,2,50,50
2017-08-02,"Bryson City","Swain",35.434767,-83.442133,8,2,37,37
2017-08-02,"Triple Oak","Wake",35.8652,-78.8197,8,2,NA,49
2017-08-03,"Blackstone","Lee",35.4325,-79.2887,8,3,45,55
2017-08-03,"Bryson City","Swain",35.434767,-83.442133,8,3,40,43
2017-08-03,"Triple Oak","Wake",35.8652,-78.8197,8,3,NA,57
2017-08-04,"Blackstone","Lee",35.4325,-79.2887,8,4,41,29
2017-08-04,"Bryson City","Swain",35.434767,-83.442133,8,4,34,35
2017-08-04,"Triple Oak","Wake",35.8652,-78.8197,8,4,NA,43
2017-08-05,"Blackstone","Lee",35.4325,-79.2887,8,5,47,33
2017-08-05,"Bryson City","Swain",35.434767,-83.442133,8,5,36,29
2017-08-05,"Triple Oak","Wake",35.8652,-78.8197,8,5,NA,17
2017-08-06,"Blackstone","Lee",35.4325,-79.2887,8,6,47,45
2017-08-06,"Bryson City","Swain",35.434767,-83.442133,8,6,37,29
2017-08-06,"Triple Oak","Wake",35.8652,-78.8197,8,6,NA,30
2017-08-07,"Blackstone","Lee",35.4325,-79.2887,8,7,21,36
2017-08-07,"Bryson City","Swain",35.434767,-83.442133,8,7,18,22
2017-08-07,"Triple Oak","Wake",35.8652,-78.8197,8,7,NA,45
2017-08-08,"Blackstone","Lee",35.4325,-79.2887,8,8,27,23
2017-08-08,"Bryson City","Swain",35.434767,-83.442133,8,8,34,20
2017-08-08,"Triple Oak","Wake",35.8652,-78.8197,8,8,NA,20
2017-08-09,"Blackstone","Lee",35.4325,-79.2887,8,9,44,36
2017-08-09,"Bryson City","Swain",35.434767,-83.442133,8,9,38,40
2017-08-09,"Triple Oak","Wake",35.8652,-78.8197,8,9,NA,26
2017-08-10,"Blackstone","Lee",35.4325,-79.2887,8,10,47,40
2017-08-10,"Bryson City","Swain",35.434767,-83.442133,8,10,22,28
2017-08-10,"Triple Oak","Wake",35.8652,-78.8197,8,10,NA,27
2017-08-11,"Blackstone","Lee",35.4325,-79.2887,8,11,29,23
2017-08-11,"Bryson City","Swain",35.434767,-83.442133,8,11,23,15
2017-08-11,"Triple Oak","Wake",35.8652,-78.8197,8,11,NA,30
2017-08-12,"Blackstone","Lee",35.4325,-79.2887,8,12,23,17
2017-08-12,"Bryson City","Swain",35.434767,-83.442133,8,12,32,10
2017-08-12,"Triple Oak","Wake",35.8652,-78.8197,8,12,NA,19
2017-08-13,"Blackstone","Lee",35.4325,-79.2887,8,13,32,21
2017-08-13,"Bryson City","Swain",35.434767,-83.442133,8,13,29,18
2017-08-13,"Triple Oak","Wake",35.8652,-78.8197,8,13,NA,27
2017-08-14,"Blackstone","Lee",35.4325,-79.2887,8,14,25,38
2017-08-14,"Bryson City","Swain",35.434767,-83.442133,8,14,34,25
2017-08-14,"Triple Oak","Wake",35.8652,-78.8197,8,14,NA,52
2017-08-15,"Blackstone","Lee",35.4325,-79.2887,8,15,36,32
2017-08-15,"Bryson City","Swain",35.434767,-83.442133,8,15,31,16
2017-08-15,"Triple Oak","Wake",35.8652,-78.8197,8,15,NA,36
2017-08-16,"Blackstone","Lee",35.4325,-79.2887,8,16,39,27
2017-08-16,"Bryson City","Swain",35.434767,-83.442133,8,16,28,23
2017-08-16,"Triple Oak","Wake",35.8652,-78.8197,8,16,NA,38
2017-08-17,"Blackstone","Lee",35.4325,-79.2887,8,17,36,33
2017-08-17,"Bryson City","Swain",35.434767,-83.442133,8,17,22,13
2017-08-17,"Triple Oak","Wake",35.8652,-78.8197,8,17,NA,48
2017-08-18,"Blackstone","Lee",35.4325,-79.2887,8,18,31,35
2017-08-18,"Bryson City","Swain",35.434767,-83.442133,8,18,36,17
2017-08-18,"Triple Oak","Wake",35.8652,-78.8197,8,18,NA,45
2017-08-19,"Blackstone","Lee",35.4325,-79.2887,8,19,44,30
2017-08-19,"Bryson City","Swain",35.434767,-83.442133,8,19,38,34
2017-08-19,"Triple Oak","Wake",35.8652,-78.8197,8,19,NA,30
2017-08-20,"Blackstone","Lee",35.4325,-79.2887,8,20,49,47
2017-08-20,"Bryson City","Swain",35.434767,-83.442133,8,20,34,43
2017-08-20,"Triple Oak","Wake",35.8652,-78.8197,8,20,NA,52
2017-08-21,"Blackstone","Lee",35.4325,-79.2887,8,21,42,43
2017-08-21,"Bryson City","Swain",35.434767,-83.442133,8,21,37,52
2017-08-21,"Triple Oak","Wake",35.8652,-78.8197,8,21,NA,54
2017-08-22,"Blackstone","Lee",35.4325,-79.2887,8,22,36,24
2017-08-22,"Bryson City","Swain",35.434767,-83.442133,8,22,39,49
2017-08-22,"Triple Oak","Wake",35.8652,-78.8197,8,22,NA,48
2017-08-23,"Blackstone","Lee",35.4325,-79.2887,8,23,43,47
2017-08-23,"Bryson City","Swain",35.434767,-83.442133,8,23,42,35
2017-08-23,"Triple Oak","Wake",35.8652,-78.8197,8,23,NA,36
2017-08-24,"Blackstone","Lee",35.4325,-79.2887,8,24,41,30
2017-08-24,"Bryson City","Swain",35.434767,-83.442133,8,24,41,33
2017-08-24,"Triple Oak","Wake",35.8652,-78.8197,8,24,NA,36
2017-08-25,"Blackstone","Lee",35.4325,-79.2887,8,25,49,42
2017-08-25,"Bryson City","Swain",35.434767,-83.442133,8,25,42,31
2017-08-25,"Triple Oak","Wake",35.8652,-78.8197,8,25,NA,41
2017-08-26,"Blackstone","Lee",35.4325,-79.2887,8,26,44,42
2017-08-26,"Bryson City","Swain",35.434767,-83.442133,8,26,44,40
2017-08-26,"Triple Oak","Wake",35.8652,-78.8197,8,26,NA,40
2017-08-27,"Blackstone","Lee",35.4325,-79.2887,8,27,46,37
2017-08-27,"Bryson City","Swain",35.434767,-83.442133,8,27,34,42
2017-08-27,"Triple Oak","Wake",35.8652,-78.8197,8,27,NA,32
2017-08-28,"Blackstone","Lee",35.4325,-79.2887,8,28,44,40
2017-08-28,"Bryson City","Swain",35.434767,-83.442133,8,28,42,43
2017-08-28,"Triple Oak","Wake",35.8652,-78.8197,8,28,NA,33
2017-08-29,"Blackstone","Lee",35.4325,-79.2887,8,29,24,10
2017-08-29,"Bryson City","Swain",35.434767,-83.442133,8,29,37,32
2017-08-29,"Triple Oak","Wake",35.8652,-78.8197,8,29,NA,8
2017-08-30,"Blackstone","Lee",35.4325,-79.2887,8,30,38,23
2017-08-30,"Bryson City","Swain",35.434767,-83.442133,8,30,31,28
2017-08-30,"Triple Oak","Wake",35.8652,-78.8197,8,30,NA,23
2017-08-31,"Blackstone","Lee",35.4325,-79.2887,8,31,30,35
2017-08-31,"Bryson City","Swain",35.434767,-83.442133,8,31,18,12
2017-08-31,"Triple Oak","Wake",35.8652,-78.8197,8,31,NA,35
2017-09-01,"Blackstone","Lee",35.4325,-79.2887,9,1,26,25
2017-09-01,"Bryson City","Swain",35.434767,-83.442133,9,1,34,14
2017-09-01,"Triple Oak","Wake",35.8652,-78.8197,9,1,NA,32
2017-09-02,"Blackstone","Lee",35.4325,-79.2887,9,2,32,20
2017-09-02,"Bryson City","Swain",35.434767,-83.442133,9,2,36,20
2017-09-02,"Triple Oak","Wake",35.8652,-78.8197,9,2,NA,24
2017-09-03,"Blackstone","Lee",35.4325,-79.2887,9,3,37,24
2017-09-03,"Bryson City","Swain",35.434767,-83.442133,9,3,32,41
2017-09-03,"Triple Oak","Wake",35.8652,-78.8197,9,3,NA,16
2017-09-04,"Blackstone","Lee",35.4325,-79.2887,9,4,44,43
2017-09-04,"Bryson City","Swain",35.434767,-83.442133,9,4,28,28
2017-09-04,"Triple Oak","Wake",35.8652,-78.8197,9,4,NA,45
2017-09-05,"Blackstone","Lee",35.4325,-79.2887,9,5,34,45
2017-09-05,"Bryson City","Swain",35.434767,-83.442133,9,5,33,33
2017-09-05,"Triple Oak","Wake",35.8652,-78.8197,9,5,NA,55
